Time,M3-IN-TEMP,M3-IN-RH
2021-05-12 10:16:00,76.46,63.4
2021-05-26 05:46:00,68.72,78.8
2021-05-26 06:16:00,68.54,78.9
2021-05-26 06:46:00,69.08,79.7
2021-05-26 07:16:00,72.5,76.3
2021-05-26 07:46:00,75.92,70.5
2021-05-26 08:16:00,78.26,66.4
2021-05-26 08:46:00,80.42,63.1
2021-05-26 09:16:00,81.86,60.5
2021-05-26 09:46:00,82.58,59
2021-05-26 10:16:00,82.04,59.6
2021-05-26 10:46:00,81.86,60.6
2021-05-26 11:16:00,83.48,57.4
2021-05-26 11:46:00,86,54.5
2021-05-26 12:16:00,86.9,53.2
2021-05-26 12:46:00,88.16,51.4
2021-05-26 13:16:00,89.06,49.3
2021-05-26 13:46:00,90.14,47.7
2021-05-26 14:16:00,89.24,47.5
2021-05-26 14:46:00,88.88,46.9
2021-05-26 15:16:00,88.7,46.4
2021-05-26 15:46:00,87.8,47.7
2021-05-26 16:16:00,88.16,47.4
2021-05-26 16:46:00,86.72,49.3
2021-05-26 17:16:00,86,49.5
2021-05-26 17:46:00,84.92,51
2021-05-26 18:16:00,84.02,52.1
2021-05-26 18:46:00,82.04,54.6
2021-05-26 19:16:00,80.06,57.9
2021-05-26 19:46:00,78.62,60.4
2021-05-26 20:16:00,77.72,62.5
2021-05-26 20:46:00,77,64.4
2021-05-26 21:16:00,76.28,65.2
2021-05-26 21:46:00,75.56,66.7
2021-05-26 22:16:00,75.02,67.1
2021-05-26 22:46:00,74.3,68
2021-05-26 23:16:00,73.58,68.7
2021-05-26 23:46:00,73.04,69.3
2021-05-27 00:16:00,72.86,69.6
2021-05-27 00:46:00,72.32,70.2
2021-05-27 01:16:00,72.14,70.9
2021-05-27 01:46:00,71.6,70.9
2021-05-27 02:16:00,71.06,72
2021-05-27 02:46:00,70.88,72.2
2021-05-27 03:16:00,69.98,72.7
2021-05-27 03:46:00,69.44,73.3
2021-05-27 04:16:00,69.08,73.7
2021-05-27 04:46:00,68.72,73.9
2021-05-27 05:16:00,68.18,73.9
2021-05-27 05:46:00,68.36,74.7
2021-05-27 06:16:00,68.54,75.6
2021-05-27 06:46:00,69.44,76.5
2021-05-27 07:16:00,72.32,74.2
2021-05-27 07:46:00,75.2,70.8
2021-05-27 08:16:00,78.26,65.7
2021-05-27 08:46:00,78.44,65.5
2021-05-27 09:16:00,80.24,63.2
2021-05-27 09:46:00,81.32,60.8
2021-05-27 10:16:00,82.4,58.4
2021-05-27 10:46:00,84.2,55.1
2021-05-27 11:16:00,82.4,55.1
2021-05-27 11:46:00,81.86,56.8
2021-05-27 12:16:00,82.04,56.6
2021-05-27 12:46:00,81.5,55.8
2021-05-27 13:16:00,83.66,54.1
2021-05-27 13:46:00,83.48,53.8
2021-05-27 14:16:00,83.12,53.6
2021-05-27 14:46:00,82.58,54.9
2021-05-27 15:16:00,82.76,55.1
2021-05-27 15:46:00,82.76,55.1
2021-05-27 16:16:00,83.12,55
2021-05-27 16:46:00,83.12,55
2021-05-27 17:16:00,83.12,55
2021-05-27 17:46:00,82.22,56.3
2021-05-27 18:16:00,81.32,57.4
2021-05-27 18:46:00,79.7,59.6
2021-05-27 19:16:00,78.08,62.1
2021-05-27 19:46:00,76.64,64.1
2021-05-27 20:16:00,75.92,65.3
2021-05-27 20:46:00,75.02,66.4
2021-05-27 21:16:00,74.3,67.2
2021-05-27 21:46:00,73.58,68.4
2021-05-27 22:16:00,73.4,68.6
2021-05-27 22:46:00,73.22,68.9
2021-05-27 23:16:00,73.22,69.3
2021-05-27 23:46:00,72.86,70
2021-05-28 00:16:00,72.32,71.6
2021-05-28 00:46:00,71.78,72.4
2021-05-28 01:16:00,71.24,72.7
2021-05-28 01:46:00,70.7,73
2021-05-28 02:16:00,70.16,73.4
2021-05-28 02:46:00,69.62,73.7
2021-05-28 03:16:00,69.98,74.4
2021-05-28 03:46:00,69.62,74.2
2021-05-28 04:16:00,69.08,74.8
2021-05-28 04:46:00,68.72,75.1
2021-05-28 05:16:00,68.18,75.1
2021-05-28 05:46:00,67.82,75.6
2021-05-28 06:16:00,67.82,75.5
2021-05-28 06:46:00,68.54,75.2
2021-05-28 07:16:00,71.96,71.1
2021-05-28 07:46:00,75.56,67.6
2021-05-28 08:16:00,75.56,66
2021-05-28 08:46:00,77.9,65.1
2021-05-28 09:16:00,76.46,65.7
2021-05-28 09:46:00,78.26,63.5
2021-05-28 10:16:00,79.52,61.2
2021-05-28 10:46:00,77.9,63.2
2021-05-28 11:16:00,81.32,59.5
2021-05-28 11:46:00,80.42,59.3
2021-05-28 12:16:00,80.06,60.1
2021-05-28 12:46:00,82.22,56.9
2021-05-28 13:16:00,81.68,56.3
2021-05-28 13:46:00,83.3,53.7
2021-05-28 14:16:00,83.48,53.1
2021-05-28 14:46:00,83.84,51.7
2021-05-28 15:16:00,84.56,50.7
2021-05-28 15:46:00,84.38,50.1
2021-05-28 16:16:00,84.92,49.6
2021-05-28 16:46:00,84.92,49.9
2021-05-28 17:16:00,84.2,50.8
2021-05-28 17:46:00,83.48,52
2021-05-28 18:16:00,82.22,53.7
2021-05-28 18:46:00,80.42,56.2
2021-05-28 19:16:00,78.44,59.8
2021-05-28 19:46:00,77.18,62
2021-05-28 20:16:00,76.28,62.8
2021-05-28 20:46:00,75.56,63.8
2021-05-28 21:16:00,75.02,65.1
2021-05-28 21:46:00,74.3,66.2
2021-05-28 22:16:00,73.76,67.2
2021-05-28 22:46:00,73.22,67.8
2021-05-28 23:16:00,72.68,68.4
2021-05-28 23:46:00,72.32,68.6
2021-05-29 00:16:00,71.6,69.1
2021-05-29 00:46:00,70.7,69.8
2021-05-29 01:16:00,69.98,70.4
2021-05-29 01:46:00,69.44,71.2
2021-05-29 02:16:00,69.44,71.1
2021-05-29 02:46:00,69.08,71.2
2021-05-29 03:16:00,68.54,71.4
2021-05-29 03:46:00,67.64,71.6
2021-05-29 04:16:00,67.1,71.5
2021-05-29 04:46:00,66.38,71.2
2021-05-29 05:16:00,65.84,71.3
2021-05-29 05:46:00,65.48,71
2021-05-29 06:16:00,65.48,70.9
2021-05-29 06:46:00,66.38,72.4
2021-05-29 07:16:00,70.16,68.6
2021-05-29 07:46:00,74.3,62.9
2021-05-29 08:16:00,77.36,58.8
2021-05-29 08:46:00,80.06,55.1
2021-05-29 09:16:00,78.98,55.1
2021-05-29 09:46:00,78.44,57.3
2021-05-29 10:16:00,79.88,56.2
2021-05-29 10:46:00,80.78,55.4
2021-05-29 11:16:00,80.42,56.1
2021-05-29 11:46:00,82.4,53.6
2021-05-29 12:16:00,80.96,55.2
2021-05-29 12:46:00,81.5,55.2
2021-05-29 13:16:00,81.86,54.6
2021-05-29 13:46:00,82.76,52.7
2021-05-29 14:16:00,82.76,53.1
2021-05-29 14:46:00,83.12,53.3
2021-05-29 15:16:00,83.66,53.1
2021-05-29 15:46:00,82.58,54
2021-05-29 16:16:00,81.32,56.1
2021-05-29 16:46:00,80.78,57.7
2021-05-29 17:16:00,79.88,58.9
2021-05-29 17:46:00,78.26,62.1
2021-05-29 18:16:00,77,64.4
2021-05-29 18:46:00,77,64.7
2021-05-29 19:16:00,75.56,66.8
2021-05-29 19:46:00,74.48,68.6
2021-05-29 20:16:00,73.58,69.3
2021-05-29 20:46:00,72.68,70.1
2021-05-29 21:16:00,71.78,70.7
2021-05-29 21:46:00,70.88,70.6
2021-05-29 22:16:00,70.52,70.9
2021-05-29 22:46:00,69.98,71
2021-05-29 23:16:00,69.08,71.2
2021-05-29 23:46:00,68.36,71.1
2021-05-30 00:16:00,68,71.2
2021-05-30 00:46:00,67.28,71
2021-05-30 01:16:00,66.74,71.1
2021-05-30 01:46:00,66.38,71.5
2021-05-30 02:16:00,66.02,71.9
2021-05-30 02:46:00,65.48,72.2
2021-05-30 03:16:00,65.12,72.4
2021-05-30 03:46:00,64.94,72.9
2021-05-30 04:16:00,64.58,73.4
2021-05-30 04:46:00,64.04,73.2
2021-05-30 05:16:00,63.86,73.5
2021-05-30 05:46:00,63.5,73.7
2021-05-30 06:16:00,63.5,74.3
2021-05-30 06:46:00,64.04,76.1
2021-05-30 07:16:00,67.82,73.9
2021-05-30 07:46:00,72.14,69.3
2021-05-30 08:16:00,75.02,66.6
2021-05-30 08:46:00,78.08,63.3
2021-05-30 09:16:00,80.78,59.7
2021-05-30 09:46:00,79.16,60.4
2021-05-30 10:16:00,80.42,60.1
2021-05-30 10:46:00,79.88,60.5
2021-05-30 11:16:00,81.68,60.1
2021-05-30 11:46:00,85.28,55.1
2021-05-30 12:16:00,86.72,52.6
2021-05-30 12:46:00,87.8,51
2021-05-30 13:16:00,88.34,49.9
2021-05-30 13:46:00,89.06,49.2
2021-05-30 14:16:00,89.78,48.7
2021-05-30 14:46:00,90.32,47.8
2021-05-30 15:16:00,91.04,47
2021-05-30 15:46:00,90.86,46.8
2021-05-30 16:16:00,90.86,47
2021-05-30 16:46:00,91.22,46.7
2021-05-30 17:16:00,90.14,47.7
2021-05-30 17:46:00,89.96,48.1
2021-05-30 18:16:00,89.42,48.4
2021-05-30 18:46:00,87.44,50.1
2021-05-30 19:16:00,83.84,54.6
2021-05-30 19:46:00,81.5,58.2
2021-05-30 20:16:00,79.88,60.8
2021-05-30 20:46:00,78.62,62.6
2021-05-30 21:16:00,77.54,64
2021-05-30 21:46:00,76.64,65
2021-05-30 22:16:00,75.74,66
2021-05-30 22:46:00,74.84,66.7
2021-05-30 23:16:00,74.12,67.8
2021-05-30 23:46:00,73.4,67.9
2021-05-31 00:16:00,72.32,68.2
2021-05-31 00:46:00,71.6,68.6
2021-05-31 01:16:00,70.88,68.8
2021-05-31 01:46:00,70.16,68.9
2021-05-31 02:16:00,69.44,69.2
2021-05-31 02:46:00,68.9,69.2
2021-05-31 03:16:00,68.18,69.4
2021-05-31 03:46:00,67.64,69.4
2021-05-31 04:16:00,67.28,69.9
2021-05-31 04:46:00,66.74,69.9
2021-05-31 05:16:00,66.2,70.3
2021-05-31 05:46:00,66.02,70.8
2021-05-31 06:16:00,66.38,71.3
2021-05-31 06:46:00,68.36,71.4
2021-05-31 07:16:00,71.96,67.6
2021-05-31 07:46:00,73.04,67
2021-05-31 08:16:00,77,61.9
2021-05-31 08:46:00,80.42,56.3
2021-05-31 09:16:00,83.48,52.8
2021-05-31 09:46:00,83.3,53.4
2021-05-31 10:16:00,82.94,54.2
2021-05-31 10:46:00,85.1,52.3
2021-05-31 11:16:00,87.8,49.1
2021-05-31 11:46:00,89.06,48.3
2021-05-31 12:16:00,89.96,48.1
2021-05-31 12:46:00,90.5,47.7
2021-05-31 13:16:00,91.22,46.6
2021-05-31 13:46:00,92.3,45.6
2021-05-31 14:16:00,93.56,44.4
2021-05-31 14:46:00,92.48,45.6
2021-05-31 15:16:00,92.84,44.9
2021-05-31 15:46:00,93.56,44.6
2021-05-31 16:16:00,93.56,44.3
2021-05-31 16:46:00,92.66,44.9
2021-05-31 17:16:00,91.94,45.6
2021-05-31 17:46:00,91.04,46.3
2021-05-31 18:16:00,89.6,47.7
2021-05-31 18:46:00,87.44,50.2
2021-05-31 19:16:00,84.56,53.9
2021-05-31 19:46:00,82.4,56.8
2021-05-31 20:16:00,80.78,58.9
2021-05-31 20:46:00,79.52,60.6
2021-05-31 21:16:00,78.44,61.9
2021-05-31 21:46:00,77.36,63
2021-05-31 22:16:00,76.28,64.1
2021-05-31 22:46:00,75.38,65.3
2021-05-31 23:16:00,74.66,65.8
2021-05-31 23:46:00,73.94,66.4
2021-06-01 00:16:00,73.04,67.3
2021-06-01 00:46:00,72.68,67.9
2021-06-01 01:16:00,72.14,68.5
2021-06-01 01:46:00,71.78,69.1
2021-06-01 02:16:00,71.06,69.8
2021-06-01 02:46:00,70.7,70.2
2021-06-01 03:16:00,70.52,70
2021-06-01 03:46:00,70.7,70.4
2021-06-01 04:16:00,70.16,70.3
2021-06-01 04:46:00,69.62,70.6
2021-06-01 05:16:00,69.08,71.5
2021-06-01 05:46:00,69.26,71.1
2021-06-01 06:16:00,69.44,71.5
2021-06-01 06:46:00,69.62,71.8
2021-06-01 07:16:00,73.04,67.8
2021-06-01 07:46:00,76.64,66
2021-06-01 08:16:00,79.88,62.3
2021-06-01 08:46:00,81.14,62.8
2021-06-01 09:16:00,82.76,59.3
2021-06-01 09:46:00,81.86,62
2021-06-01 10:16:00,83.12,60.6
2021-06-01 10:46:00,82.94,60.5
2021-06-01 11:16:00,83.66,59.4
2021-06-01 11:46:00,84.56,59.5
2021-06-01 12:16:00,86,54.4
2021-06-01 12:46:00,86.9,53.3
2021-06-01 13:16:00,87.08,52.3
2021-06-01 13:46:00,86.9,52.7
2021-06-01 14:16:00,87.08,52.4
2021-06-01 14:46:00,87.8,51.2
2021-06-01 15:16:00,87.44,50.9
2021-06-01 15:46:00,88.34,50.4
2021-06-01 16:16:00,88.16,50.8
2021-06-01 16:46:00,87.8,51.1
2021-06-01 17:16:00,87.26,51.5
2021-06-01 17:46:00,86.18,52.1
2021-06-01 18:16:00,84.74,53.7
2021-06-01 18:46:00,82.94,56.1
2021-06-01 19:16:00,80.78,59.3
2021-06-01 19:46:00,79.34,61.2
2021-06-01 20:16:00,78.26,62.5
2021-06-01 20:46:00,77.36,63.9
2021-06-01 21:16:00,76.64,64.9
2021-06-01 21:46:00,76.1,65.8
2021-06-01 22:16:00,75.56,66.4
2021-06-01 22:46:00,75.02,67
2021-06-01 23:16:00,75.2,66.7
2021-06-01 23:46:00,74.12,67.9
2021-06-02 00:16:00,73.58,69.3
2021-06-02 00:46:00,73.4,70
2021-06-02 01:16:00,73.76,69.6
2021-06-02 01:46:00,73.76,69.3
2021-06-02 02:16:00,73.76,69.5
2021-06-02 02:46:00,73.04,70.3
2021-06-02 03:16:00,72.32,71.4
2021-06-02 03:46:00,71.42,72
2021-06-02 04:16:00,71.06,72.5
2021-06-02 04:46:00,70.7,72.7
2021-06-02 05:16:00,70.34,73.5
2021-06-02 05:46:00,70.16,73.5
2021-06-02 06:16:00,70.16,73.7
2021-06-02 06:46:00,71.24,72.2
2021-06-02 07:16:00,74.48,67.8
2021-06-02 07:46:00,74.66,68
2021-06-02 08:16:00,74.3,70.3
2021-06-02 08:46:00,76.46,68.2
2021-06-02 09:16:00,80.24,62.4
2021-06-02 09:46:00,82.76,56.2
2021-06-02 10:16:00,82.76,53.9
2021-06-02 10:46:00,81.32,56.3
2021-06-02 11:16:00,84.02,50.9
2021-06-02 11:46:00,84.56,48
2021-06-02 12:16:00,85.46,46.3
2021-06-02 12:46:00,85.82,46.4
2021-06-02 13:16:00,86.18,47.1
2021-06-02 13:46:00,86.9,46.2
2021-06-02 14:16:00,86.36,47
2021-06-02 14:46:00,86.36,48.5
2021-06-02 15:16:00,85.64,48.9
2021-06-02 15:46:00,85.46,49.2
2021-06-02 16:16:00,86.54,48.2
2021-06-02 16:46:00,86.9,47.8
2021-06-02 17:16:00,86.36,48.5
2021-06-02 17:46:00,85.28,50.4
2021-06-02 18:16:00,83.66,52.6
2021-06-02 18:46:00,81.86,55.4
2021-06-02 19:16:00,80.06,57.4
2021-06-02 19:46:00,78.8,59.2
2021-06-02 20:16:00,77.9,60.8
2021-06-02 20:46:00,77.18,61.6
2021-06-02 21:16:00,76.28,63
2021-06-02 21:46:00,75.92,64
2021-06-02 22:16:00,75.38,65
2021-06-02 22:46:00,75.38,65.8
2021-06-02 23:16:00,75.38,65.6
2021-06-02 23:46:00,75.02,66
2021-06-03 00:16:00,74.48,67.3
2021-06-03 00:46:00,74.48,67.2
2021-06-03 01:16:00,74.12,67.9
2021-06-03 01:46:00,73.4,68.4
2021-06-03 02:16:00,72.68,69.2
2021-06-03 02:46:00,72.32,69.8
2021-06-03 03:16:00,71.96,70.3
2021-06-03 03:46:00,71.6,71.4
2021-06-03 04:16:00,71.24,71.5
2021-06-03 04:46:00,71.06,71.6
2021-06-03 05:16:00,70.7,72
2021-06-03 05:46:00,70.52,72.9
2021-06-03 06:16:00,70.52,72.6
2021-06-03 06:46:00,71.42,72.1
2021-06-03 07:16:00,75.02,67.3
2021-06-03 07:46:00,78.26,61.8
2021-06-03 08:16:00,77.36,63.2
2021-06-03 08:46:00,77.72,63
2021-06-03 09:16:00,79.52,63
2021-06-03 09:46:00,80.6,59.5
2021-06-03 10:16:00,79.52,61.6
2021-06-03 10:46:00,78.8,62.8
2021-06-03 11:16:00,78.62,64
2021-06-03 11:46:00,78.62,63.7
2021-06-03 12:16:00,79.16,62.6
2021-06-03 12:46:00,80.24,61.6
2021-06-03 13:16:00,80.96,60.7
2021-06-03 13:46:00,82.58,59
2021-06-03 14:16:00,82.94,58.3
2021-06-03 14:46:00,82.94,57.4
2021-06-03 15:16:00,82.4,57.3
2021-06-03 15:46:00,84.02,55.2
2021-06-03 16:16:00,84.56,54.4
2021-06-03 16:46:00,84.38,54.3
2021-06-03 17:16:00,84.2,54.6
2021-06-03 17:46:00,82.76,56.3
2021-06-03 18:16:00,82.22,57.1
2021-06-03 18:46:00,81.32,58.3
2021-06-03 19:16:00,80.06,60.3
2021-06-03 19:46:00,79.16,61.8
2021-06-03 20:16:00,78.08,63.5
2021-06-03 20:46:00,77,65.9
2021-06-03 21:16:00,76.28,68
2021-06-03 21:46:00,75.92,68.6
2021-06-03 22:16:00,75.74,69.4
2021-06-03 22:46:00,75.38,70.3
2021-06-03 23:16:00,75.2,70.3
2021-06-03 23:46:00,74.66,70.7
2021-06-04 00:16:00,74.48,71.3
2021-06-04 00:46:00,74.48,71.2
2021-06-04 01:16:00,73.76,71.9
2021-06-04 01:46:00,73.04,72.9
2021-06-04 02:16:00,72.5,73.5
2021-06-04 02:46:00,72.86,73.2
2021-06-04 03:16:00,72.32,73.5
2021-06-04 03:46:00,72.5,73.4
2021-06-04 04:16:00,72.32,73.5
2021-06-04 04:46:00,72.32,73.4
2021-06-04 05:16:00,72.32,73.6
2021-06-04 05:46:00,72.32,73.4
2021-06-04 06:16:00,72.5,73.3
2021-06-04 06:46:00,73.04,72.7
2021-06-04 07:16:00,73.4,73.2
2021-06-04 07:46:00,75.56,70.5
2021-06-04 08:16:00,79.88,62.9
2021-06-04 08:46:00,79.88,61.8
2021-06-04 09:16:00,79.52,62.4
2021-06-04 09:46:00,79.88,61.4
2021-06-04 10:16:00,79.7,61.1
2021-06-04 10:46:00,84.2,55.6
2021-06-04 11:16:00,85.1,53
2021-06-04 11:46:00,86.36,50.2
2021-06-04 12:16:00,84.74,50.2
2021-06-04 12:46:00,84.92,50.6
2021-06-04 13:16:00,84.74,50.1
2021-06-04 13:46:00,85.64,48.8
2021-06-04 14:16:00,85.82,48.6
2021-06-04 14:46:00,85.28,48.7
2021-06-04 15:16:00,84.56,49.7
2021-06-04 15:46:00,83.84,51.1
2021-06-04 16:16:00,83.48,52.8
2021-06-04 16:46:00,84.02,52.4
2021-06-04 17:16:00,83.48,53.6
2021-06-04 17:46:00,83.12,54.1
2021-06-04 18:16:00,83.12,54.2
2021-06-04 18:46:00,82.76,54.3
2021-06-04 19:16:00,81.14,56
2021-06-04 19:46:00,80.06,57.6
2021-06-04 20:16:00,79.34,58.8
2021-06-04 20:46:00,78.98,59.6
2021-06-04 21:16:00,78.08,60.4
2021-06-04 21:46:00,76.64,62.2
2021-06-04 22:16:00,75.56,63.8
2021-06-04 22:46:00,75.02,64.7
2021-06-04 23:16:00,74.48,65.6
2021-06-04 23:46:00,74.48,65.1
2021-06-05 00:16:00,73.94,65.9
2021-06-05 00:46:00,73.76,65.9
2021-06-05 01:16:00,73.76,65.8
2021-06-05 01:46:00,72.5,67.3
2021-06-05 02:16:00,71.96,68.3
2021-06-05 02:46:00,71.24,68.9
2021-06-05 03:16:00,70.52,70
2021-06-05 03:46:00,69.98,70.2
2021-06-05 04:16:00,69.8,70.7
2021-06-05 04:46:00,69.62,71.2
2021-06-05 05:16:00,69.08,71.1
2021-06-05 05:46:00,68.36,71.8
2021-06-05 06:16:00,68.36,72.5
2021-06-05 06:46:00,69.26,72.2
2021-06-05 07:16:00,72.86,67.6
2021-06-05 07:46:00,76.28,62.2
2021-06-05 08:16:00,77.36,59.4
2021-06-05 08:46:00,78.08,60.2
2021-06-05 09:16:00,81.86,55.2
2021-06-05 09:46:00,83.12,52.5
2021-06-05 10:16:00,85.46,50.8
2021-06-05 10:46:00,83.84,51.9
2021-06-05 11:16:00,83.48,52.2
2021-06-05 11:46:00,84.74,52.2
2021-06-05 12:16:00,87.08,48.8
2021-06-05 12:46:00,86.9,48.9
2021-06-05 13:16:00,85.28,50.2
2021-06-05 13:46:00,85.82,50.1
2021-06-05 14:16:00,86.72,48.2
2021-06-05 14:46:00,87.08,47.3
2021-06-05 15:16:00,87.44,47.1
2021-06-05 15:46:00,86.36,47.9
2021-06-05 16:16:00,85.28,49.3
2021-06-05 16:46:00,85.46,49.6
2021-06-05 17:16:00,85.64,49
2021-06-05 17:46:00,85.46,48.7
2021-06-05 18:16:00,85.1,48.9
2021-06-05 18:46:00,84.02,49.8
2021-06-05 19:16:00,81.68,52.5
2021-06-05 19:46:00,79.34,55.3
2021-06-05 20:16:00,77.9,57.4
2021-06-05 20:46:00,76.82,58.8
2021-06-05 21:16:00,75.92,60.2
2021-06-05 21:46:00,75.38,61.4
2021-06-05 22:16:00,74.48,62.2
2021-06-05 22:46:00,73.76,63.4
2021-06-05 23:16:00,73.22,64.1
2021-06-05 23:46:00,72.68,64.8
2021-06-06 00:16:00,71.96,65.6
2021-06-06 00:46:00,71.42,66.2
2021-06-06 01:16:00,71.24,66.5
2021-06-06 01:46:00,70.52,66.9
2021-06-06 02:16:00,69.98,67.9
2021-06-06 02:46:00,69.98,70
2021-06-06 03:16:00,69.98,68.8
2021-06-06 03:46:00,70.34,68.5
2021-06-06 04:16:00,70.34,68.3
2021-06-06 04:46:00,69.44,69.2
2021-06-06 05:16:00,69.08,70
2021-06-06 05:46:00,69.26,69.6
2021-06-06 06:16:00,69.98,69.1
