Time,M3-IN-TEMP,M3-IN-RH
2021-09-13 08:46:00,78.8,62.6
2021-09-13 09:16:00,79.88,60.6
2021-09-13 09:46:00,80.96,58.8
2021-09-13 10:16:00,82.58,56.5
2021-09-13 10:46:00,82.94,55.8
2021-09-13 11:16:00,83.66,55.9
2021-09-13 11:46:00,84.2,55.1
2021-09-13 12:16:00,84.38,54.2
2021-09-13 12:46:00,84.92,53
2021-09-13 13:16:00,85.46,52.3
2021-09-13 13:46:00,85.82,52.1
2021-09-13 14:16:00,86,52.2
2021-09-13 14:46:00,85.46,51.7
2021-09-13 15:16:00,84.56,52.1
2021-09-13 15:46:00,85.1,51.6
2021-09-13 16:16:00,85.82,50.9
2021-09-13 16:46:00,85.46,51.3
2021-09-13 17:16:00,84.92,52.1
2021-09-13 17:46:00,83.84,53.5
2021-09-13 18:16:00,82.4,55.1
2021-09-13 18:46:00,80.78,57.7
2021-09-13 19:16:00,79.34,60
2021-09-13 19:46:00,78.26,61.7
2021-09-13 20:16:00,77.54,63.3
2021-09-13 20:46:00,76.82,64.5
2021-09-13 21:16:00,76.28,65.8
2021-09-13 21:46:00,75.92,66.6
2021-09-13 22:16:00,75.56,67.2
2021-09-13 22:46:00,75.02,67.7
2021-09-13 23:16:00,74.66,68.3
2021-09-13 23:46:00,74.48,68.6
2021-09-14 00:16:00,74.3,69.8
2021-09-14 00:46:00,73.76,71.1
2021-09-14 01:16:00,73.22,71.6
2021-09-14 01:46:00,72.86,72.8
2021-09-14 02:16:00,72.68,72.2
2021-09-14 02:46:00,72.5,73.1
2021-09-14 03:16:00,72.32,73.6
2021-09-14 03:46:00,72.32,74.6
2021-09-14 04:16:00,72.14,75.3
2021-09-14 04:46:00,71.96,75.5
2021-09-14 05:16:00,71.78,76.1
2021-09-14 05:46:00,71.6,76.4
2021-09-14 06:16:00,71.78,76.7
2021-09-14 06:46:00,71.96,76.3
2021-09-14 07:16:00,73.58,75
2021-09-14 07:46:00,76.1,71
2021-09-14 08:16:00,75.56,70.5
2021-09-14 08:46:00,77.18,68.8
2021-09-14 09:16:00,78.98,66.3
2021-09-14 09:46:00,79.16,65
2021-09-14 10:16:00,78.8,64.8
2021-09-14 10:46:00,78.62,65.5
2021-09-14 11:16:00,79.16,64.7
2021-09-14 11:46:00,80.78,62.1
2021-09-14 12:16:00,81.86,61.6
2021-09-14 12:46:00,81.32,60.7
2021-09-14 13:16:00,82.04,60.8
2021-09-14 13:46:00,83.66,58.3
2021-09-14 14:16:00,83.66,57.1
2021-09-14 14:46:00,83.66,57.2
2021-09-14 15:16:00,83.66,56.6
2021-09-14 15:46:00,83.84,57.3
2021-09-14 16:16:00,83.66,57.6
2021-09-14 16:46:00,84.38,56.1
2021-09-14 17:16:00,83.66,56.8
2021-09-14 17:46:00,81.5,59.5
2021-09-14 18:16:00,79.52,63.2
2021-09-14 18:46:00,78.26,65.8
2021-09-14 19:16:00,77.72,66.8
2021-09-14 19:46:00,77,68.1
2021-09-14 20:16:00,76.1,69.5
2021-09-14 20:46:00,75.74,70
2021-09-14 21:16:00,75.56,70
2021-09-14 21:46:00,75.02,71
2021-09-14 22:16:00,74.66,71.8
2021-09-14 22:46:00,74.3,72.3
2021-09-14 23:16:00,73.94,72.4
2021-09-14 23:46:00,73.76,72.9
2021-09-15 00:16:00,73.58,73.1
2021-09-15 00:46:00,73.4,73.9
2021-09-15 01:16:00,73.04,74.1
2021-09-15 01:46:00,72.32,74.8
2021-09-15 02:16:00,71.78,75.5
2021-09-15 02:46:00,71.42,75.9
2021-09-15 03:16:00,70.88,76
2021-09-15 03:46:00,70.52,76.1
2021-09-15 04:16:00,70.34,76.4
2021-09-15 04:46:00,70.52,76.9
2021-09-15 05:16:00,70.16,77.1
2021-09-15 05:46:00,70.16,77.4
2021-09-15 06:16:00,69.98,77.8
2021-09-15 06:46:00,69.98,77.8
2021-09-15 07:16:00,71.24,77
2021-09-15 07:46:00,75.2,71.2
2021-09-15 08:16:00,77.9,66.8
2021-09-15 08:46:00,79.88,63.9
2021-09-15 09:16:00,80.42,62.5
2021-09-15 09:46:00,81.68,57.8
2021-09-15 10:16:00,82.94,54.5
2021-09-15 10:46:00,84.2,53.1
2021-09-15 11:16:00,82.58,56.2
2021-09-15 11:46:00,84.92,53.2
2021-09-15 12:16:00,83.84,52.4
2021-09-15 12:46:00,83.12,53.7
2021-09-15 13:16:00,83.12,53.9
2021-09-15 13:46:00,83.12,54.3
2021-09-15 14:16:00,83.66,54
2021-09-15 14:46:00,83.12,54.9
2021-09-15 15:16:00,83.66,55.2
2021-09-15 15:46:00,83.66,57.8
2021-09-15 16:16:00,84.92,56.3
2021-09-15 16:46:00,84.2,57
2021-09-15 17:16:00,84.2,56.8
2021-09-15 17:46:00,83.48,57.8
2021-09-15 18:16:00,82.04,59.6
2021-09-15 18:46:00,80.06,62.6
2021-09-15 19:16:00,79.16,63.9
2021-09-15 19:46:00,78.26,64.8
2021-09-15 20:16:00,77.18,66.3
2021-09-15 20:46:00,76.28,67.2
2021-09-15 21:16:00,75.56,68.1
2021-09-15 21:46:00,75.2,68.9
2021-09-15 22:16:00,74.84,69.4
2021-09-15 22:46:00,74.12,70
2021-09-15 23:16:00,73.58,70.9
2021-09-15 23:46:00,73.4,71.2
2021-09-16 00:16:00,73.04,71.8
2021-09-16 00:46:00,72.14,72.5
2021-09-16 01:16:00,72.14,72.6
2021-09-16 01:46:00,72.32,72.2
2021-09-16 02:16:00,72.5,71.8
2021-09-16 02:46:00,72.32,72.1
2021-09-16 03:16:00,71.78,72.8
2021-09-16 03:46:00,71.78,73.7
2021-09-16 04:16:00,71.24,74.1
2021-09-16 04:46:00,71.06,74.7
2021-09-16 05:16:00,71.42,75.8
2021-09-16 05:46:00,71.6,75.4
2021-09-16 06:16:00,71.6,75.6
2021-09-16 06:46:00,71.78,75.8
2021-09-16 07:16:00,72.5,75.3
2021-09-16 07:46:00,74.12,74.6
2021-09-16 08:16:00,75.92,73
2021-09-16 08:46:00,76.46,72.2
2021-09-16 09:16:00,76.64,72.3
2021-09-16 09:46:00,77.72,71.4
2021-09-16 10:16:00,79.34,68.5
2021-09-16 10:46:00,80.6,67.6
2021-09-16 11:16:00,82.22,64.5
2021-09-16 11:46:00,83.12,63.1
2021-09-16 12:16:00,83.84,61.7
2021-09-16 12:46:00,84.02,61.6
2021-09-16 13:16:00,83.66,61.4
2021-09-16 13:46:00,83.12,62.8
2021-09-16 14:16:00,84.56,61.4
2021-09-16 14:46:00,84.56,60.7
2021-09-16 15:16:00,83.66,60.8
2021-09-16 15:46:00,83.3,61.3
2021-09-16 16:16:00,82.94,61.6
2021-09-16 16:46:00,82.76,62.1
2021-09-16 17:16:00,82.4,61.6
2021-09-16 17:46:00,81.86,62
2021-09-16 18:16:00,81.32,62.8
2021-09-16 18:46:00,80.78,63.9
2021-09-16 19:16:00,80.06,64.8
2021-09-16 19:46:00,79.7,65.7
2021-09-16 20:16:00,78.62,66.5
2021-09-16 20:46:00,77.54,68.2
2021-09-16 21:16:00,76.82,69.1
2021-09-16 21:46:00,76.64,69.2
2021-09-16 22:16:00,76.46,69.8
2021-09-16 22:46:00,75.56,70.7
2021-09-16 23:16:00,75.2,71.3
2021-09-16 23:46:00,75.56,70.7
2021-09-17 00:16:00,75.2,71.4
2021-09-17 00:46:00,74.48,72
2021-09-17 01:16:00,73.94,72.6
2021-09-17 01:46:00,73.22,73.4
2021-09-17 02:16:00,72.68,73.9
2021-09-17 02:46:00,72.32,74.6
2021-09-17 03:16:00,72.14,74.6
2021-09-17 03:46:00,71.6,74.9
2021-09-17 04:16:00,71.24,75.3
2021-09-17 04:46:00,70.88,75.8
2021-09-17 05:16:00,71.24,76.3
2021-09-17 05:46:00,71.06,76.2
2021-09-17 06:16:00,70.52,77.1
2021-09-17 06:46:00,71.24,77.1
2021-09-17 07:16:00,72.32,77.1
2021-09-17 07:46:00,73.4,75.1
2021-09-17 08:16:00,74.3,73.7
2021-09-17 08:46:00,75.38,71.6
2021-09-17 09:16:00,76.1,70.7
2021-09-17 09:46:00,76.46,69.4
2021-09-17 10:16:00,78.08,68.9
2021-09-17 10:46:00,80.78,64.2
2021-09-17 11:16:00,80.6,63.1
2021-09-17 11:46:00,80.6,62.8
2021-09-17 12:16:00,81.5,61.3
2021-09-17 12:46:00,82.58,59.3
2021-09-17 13:16:00,82.4,57.7
2021-09-17 13:46:00,83.12,57.5
2021-09-17 14:16:00,83.66,57.1
2021-09-17 14:46:00,83.66,56.6
2021-09-17 15:16:00,84.2,55.9
2021-09-17 15:46:00,84.38,54.8
2021-09-17 16:16:00,84.2,53.5
2021-09-17 16:46:00,83.84,53.4
2021-09-17 17:16:00,83.66,53.7
2021-09-17 17:46:00,82.76,55.3
2021-09-17 18:16:00,80.96,58.1
2021-09-17 18:46:00,79.16,61
2021-09-17 19:16:00,78.08,63.2
2021-09-17 19:46:00,77.18,64.7
2021-09-17 20:16:00,76.46,66
2021-09-17 20:46:00,75.74,66.9
2021-09-17 21:16:00,75.38,68.2
2021-09-17 21:46:00,75.02,68.5
2021-09-17 22:16:00,74.66,69
2021-09-17 22:46:00,74.12,70
2021-09-17 23:16:00,73.76,70.5
2021-09-17 23:46:00,73.58,70.9
2021-09-18 00:16:00,73.22,71
2021-09-18 00:46:00,73.4,71.2
2021-09-18 01:16:00,72.68,71.6
2021-09-18 01:46:00,71.96,72.3
2021-09-18 02:16:00,71.42,72.9
2021-09-18 02:46:00,71.42,73
2021-09-18 03:16:00,71.06,73.1
2021-09-18 03:46:00,70.7,73.5
2021-09-18 04:16:00,70.7,74
2021-09-18 04:46:00,70.52,74.5
2021-09-18 05:16:00,70.52,74.6
2021-09-18 05:46:00,70.34,75.1
2021-09-18 06:16:00,70.34,75.5
2021-09-18 06:46:00,70.52,75.1
2021-09-18 07:16:00,71.96,73.7
2021-09-18 07:46:00,75.38,68.7
2021-09-18 08:16:00,76.1,67.2
2021-09-18 08:46:00,77.9,65.1
2021-09-18 09:16:00,78.26,63.9
2021-09-18 09:46:00,78.62,62.8
2021-09-18 10:16:00,79.7,63
2021-09-18 10:46:00,80.42,61.4
2021-09-18 11:16:00,80.42,61.8
2021-09-18 11:46:00,82.76,58.2
2021-09-18 12:16:00,81.68,59.4
2021-09-18 12:46:00,82.4,58.9
2021-09-18 13:16:00,81.68,58.1
2021-09-18 13:46:00,80.42,59.6
2021-09-18 14:16:00,81.14,58.7
2021-09-18 14:46:00,81.68,57.8
2021-09-18 15:16:00,81.5,57.3
2021-09-18 15:46:00,81.14,57.8
2021-09-18 16:16:00,79.88,58.7
2021-09-18 16:46:00,80.06,58.2
2021-09-18 17:16:00,80.78,57.1
2021-09-18 17:46:00,80.06,58
2021-09-18 18:16:00,78.44,60.2
2021-09-18 18:46:00,77.18,63.2
2021-09-18 19:16:00,76.1,65.4
2021-09-18 19:46:00,75.38,67
2021-09-18 20:16:00,74.84,69.3
2021-09-18 20:46:00,74.3,70.4
2021-09-18 21:16:00,73.94,70.9
2021-09-18 21:46:00,73.58,72.6
2021-09-18 22:16:00,73.22,73.4
2021-09-18 22:46:00,72.86,73.3
2021-09-18 23:16:00,72.32,73.9
2021-09-18 23:46:00,71.96,74.2
2021-09-19 00:16:00,71.78,74.9
2021-09-19 00:46:00,71.42,75.1
2021-09-19 01:16:00,71.06,75.4
2021-09-19 01:46:00,70.7,75.6
2021-09-19 02:16:00,70.52,76.3
2021-09-19 02:46:00,70.52,76.3
2021-09-19 03:16:00,70.34,76.6
2021-09-19 03:46:00,70.16,77
2021-09-19 04:16:00,69.98,77.3
2021-09-19 04:46:00,69.8,77.6
2021-09-19 05:16:00,69.62,78
2021-09-19 05:46:00,69.08,77.8
2021-09-19 06:16:00,68.9,78.5
2021-09-19 06:46:00,69.08,78.4
2021-09-19 07:16:00,70.52,77.3
2021-09-19 07:46:00,73.58,72.9
2021-09-19 08:16:00,75.92,69.4
2021-09-19 08:46:00,77.9,66.5
2021-09-19 09:16:00,80.78,62.8
2021-09-19 09:46:00,81.14,61.2
2021-09-19 10:16:00,81.5,60.8
2021-09-19 10:46:00,84.38,57.9
2021-09-19 11:16:00,83.12,58.9
2021-09-19 11:46:00,83.12,58.2
2021-09-19 12:16:00,83.48,58
2021-09-19 12:46:00,86,55
2021-09-19 13:16:00,85.1,55.1
2021-09-19 13:46:00,84.56,55.6
2021-09-19 14:16:00,84.2,54.8
2021-09-19 14:46:00,84.56,55.4
2021-09-19 15:16:00,84.38,55.8
2021-09-19 15:46:00,84.56,55.8
2021-09-19 16:16:00,84.74,54.9
2021-09-19 16:46:00,85.46,54.3
2021-09-19 17:16:00,84.74,54.6
2021-09-19 17:46:00,80.78,60.5
2021-09-19 18:16:00,79.16,62.2
2021-09-19 18:46:00,78.26,63.8
2021-09-19 19:16:00,77.18,65
2021-09-19 19:46:00,76.46,65.6
2021-09-19 20:16:00,75.92,66
2021-09-19 20:46:00,75.38,66.6
2021-09-19 21:16:00,74.66,67.7
2021-09-19 21:46:00,74.12,68.5
2021-09-19 22:16:00,73.4,69.2
2021-09-19 22:46:00,72.68,70.2
2021-09-19 23:16:00,71.96,70.7
2021-09-19 23:46:00,71.78,71.3
2021-09-20 00:16:00,71.6,71.6
2021-09-20 00:46:00,71.42,72.2
2021-09-20 01:16:00,70.7,72.7
2021-09-20 01:46:00,70.16,73.6
2021-09-20 02:16:00,70.16,73.5
2021-09-20 02:46:00,69.44,74.1
2021-09-20 03:16:00,69.08,74.1
2021-09-20 03:46:00,68.72,74.6
2021-09-20 04:16:00,68.36,75.3
2021-09-20 04:46:00,68.54,75.3
2021-09-20 05:16:00,68.36,75.4
2021-09-20 05:46:00,67.46,75.8
2021-09-20 06:16:00,67.64,76.5
2021-09-20 06:46:00,67.82,76.6
2021-09-20 07:16:00,69.44,77.3
2021-09-20 07:46:00,73.22,74
2021-09-20 08:16:00,75.56,69.9
2021-09-20 08:46:00,76.46,68.5
2021-09-20 09:16:00,78.26,64.2
2021-09-20 09:46:00,79.52,61.4
2021-09-20 10:16:00,79.52,62.5
2021-09-20 10:46:00,82.94,58.1
2021-09-20 11:16:00,85.46,54.9
2021-09-20 11:46:00,82.4,55.7
2021-09-20 12:16:00,81.86,54.8
2021-09-20 12:46:00,81.86,55
2021-09-20 13:16:00,82.04,55.8
2021-09-20 13:46:00,83.12,54.6
2021-09-20 14:16:00,82.94,55.6
2021-09-20 14:46:00,83.48,55.5
2021-09-20 15:16:00,82.4,56.2
2021-09-20 15:46:00,82.04,56.3
2021-09-20 16:16:00,81.86,56.4
2021-09-20 16:46:00,80.96,58.7
2021-09-20 17:16:00,81.32,57.9
2021-09-20 17:46:00,80.96,57.8
2021-09-20 18:16:00,79.34,59.4
2021-09-20 18:46:00,77.72,61.5
2021-09-20 19:16:00,76.64,62.9
2021-09-20 19:46:00,75.56,64.1
2021-09-20 20:16:00,75.02,64.7
2021-09-20 20:46:00,74.48,65.2
2021-09-20 21:16:00,73.76,66.3
2021-09-20 21:46:00,73.58,67.1
2021-09-20 22:16:00,73.22,67.6
2021-09-20 22:46:00,73.04,67.8
2021-09-20 23:16:00,72.86,68.7
2021-09-20 23:46:00,72.68,69.2
2021-09-21 00:16:00,72.68,70
2021-09-21 00:46:00,72.14,70
2021-09-21 01:16:00,71.6,70.8
2021-09-21 01:46:00,71.06,71.3
2021-09-21 02:16:00,70.16,72.2
2021-09-21 02:46:00,70.16,72.4
2021-09-21 03:16:00,69.8,72.6
2021-09-21 03:46:00,69.44,72.9
2021-09-21 04:16:00,69.26,73.1
2021-09-21 04:46:00,69.26,73.2
2021-09-21 05:16:00,69.08,73.3
2021-09-21 05:46:00,69.26,73.6
2021-09-21 06:16:00,69.26,73.8
2021-09-21 06:46:00,69.98,74.2
2021-09-21 07:16:00,71.42,74.6
2021-09-21 07:46:00,74.84,71.1
2021-09-21 08:16:00,77.18,66.7
2021-09-21 08:46:00,76.46,67.8
2021-09-21 09:16:00,76.64,68.7
2021-09-21 09:46:00,77,69.2
2021-09-21 10:16:00,77.54,68.3
2021-09-21 10:46:00,77.72,68.2
2021-09-21 11:16:00,78.26,67.7
2021-09-21 11:46:00,79.88,66
2021-09-21 12:16:00,79.7,65
2021-09-21 12:46:00,79.16,65.8
2021-09-21 13:16:00,79.34,67.3
2021-09-21 13:46:00,80.96,64.4
2021-09-21 14:16:00,80.24,64.3
2021-09-21 14:46:00,80.6,62.6
2021-09-21 15:16:00,79.88,62.8
2021-09-21 15:46:00,80.42,61.7
2021-09-21 16:16:00,81.68,59.1
2021-09-21 16:46:00,80.6,58.4
2021-09-21 17:16:00,79.88,59.3
2021-09-21 17:46:00,78.98,61
2021-09-21 18:16:00,77.9,62.7
2021-09-21 18:46:00,76.82,64.2
2021-09-21 19:16:00,76.1,65.1
2021-09-21 19:46:00,75.38,66.2
2021-09-21 20:16:00,74.66,66.9
2021-09-21 20:46:00,74.3,67.4
2021-09-21 21:16:00,73.76,68.5
2021-09-21 21:46:00,73.04,69
2021-09-21 22:16:00,72.86,69.6
2021-09-21 22:46:00,72.68,70.2
2021-09-21 23:16:00,72.14,70.9
2021-09-21 23:46:00,71.6,71.2
2021-09-22 00:16:00,71.06,71.8
2021-09-22 00:46:00,71.42,71.3
2021-09-22 01:16:00,70.7,71.7
2021-09-22 01:46:00,70.52,72.4
2021-09-22 02:16:00,70.16,73.2
2021-09-22 02:46:00,69.62,73.5
2021-09-22 03:16:00,69.26,74.4
2021-09-22 03:46:00,69.08,74.5
2021-09-22 04:16:00,68.72,75.1
2021-09-22 04:46:00,68.72,75.4
2021-09-22 05:16:00,68.18,75.6
2021-09-22 05:46:00,68,75.9
2021-09-22 06:16:00,67.82,76.3
2021-09-22 06:46:00,67.64,76.5
2021-09-22 07:16:00,69.08,75.6
2021-09-22 07:46:00,72.68,70.2
2021-09-22 08:16:00,75.2,66.3
2021-09-22 08:46:00,77.18,63.5
2021-09-22 09:16:00,78.98,59.9
2021-09-22 09:46:00,80.24,56.4
2021-09-22 10:16:00,81.86,53.5
2021-09-22 10:46:00,82.22,52.3
2021-09-22 11:16:00,83.48,51.6
2021-09-22 11:46:00,82.4,51.5
2021-09-22 12:16:00,82.22,52.9
2021-09-22 12:46:00,82.4,52
2021-09-22 13:16:00,81.5,53.2
2021-09-22 13:46:00,82.94,54.4
2021-09-22 14:16:00,83.12,54
2021-09-22 14:46:00,82.94,56.2
2021-09-22 15:16:00,82.94,56.8
2021-09-22 15:46:00,82.76,56.9
2021-09-22 16:16:00,82.4,57.7
2021-09-22 16:46:00,82.04,58.2
2021-09-22 17:16:00,81.32,58.8
2021-09-22 17:46:00,80.42,59.7
2021-09-22 18:16:00,79.7,60.7
2021-09-22 18:46:00,78.26,62.8
2021-09-22 19:16:00,77.18,64
2021-09-22 19:46:00,76.28,65.5
2021-09-22 20:16:00,75.38,66.8
2021-09-22 20:46:00,74.84,67.9
2021-09-22 21:16:00,74.3,69.1
2021-09-22 21:46:00,73.76,69.9
2021-09-22 22:16:00,73.4,71
2021-09-22 22:46:00,72.86,71.3
2021-09-22 23:16:00,72.32,72.1
2021-09-22 23:46:00,71.78,72.3
2021-09-23 00:16:00,71.06,73
2021-09-23 00:46:00,71.06,73.4
2021-09-23 01:16:00,70.88,73.7
2021-09-23 01:46:00,70.7,74.1
2021-09-23 02:16:00,70.16,74.6
2021-09-23 02:46:00,69.62,74.9
2021-09-23 03:16:00,69.08,75.1
2021-09-23 03:46:00,68.36,75.2
2021-09-23 04:16:00,67.82,74.8
2021-09-23 04:46:00,67.64,75.3
2021-09-23 05:16:00,67.28,75.4
2021-09-23 05:46:00,66.92,75.7
2021-09-23 06:16:00,66.38,75.7
2021-09-23 06:46:00,66.38,76.1
2021-09-23 07:16:00,67.82,75.6
2021-09-23 07:46:00,71.78,74.5
2021-09-23 08:16:00,74.48,70.7
2021-09-23 08:46:00,75.92,69.3
2021-09-23 09:16:00,77.72,66.8
2021-09-23 09:46:00,77.18,65.8
2021-09-23 10:16:00,76.82,68.8
2021-09-23 10:46:00,76.82,69.6
2021-09-23 11:16:00,80.24,63.6
2021-09-23 11:46:00,78.98,65.5
2021-09-23 12:16:00,79.16,67.1
2021-09-23 12:46:00,80.06,65
2021-09-23 13:16:00,80.78,64.9
2021-09-23 13:46:00,80.96,63.2
2021-09-23 14:16:00,80.42,63.5
2021-09-23 14:46:00,80.24,63.5
2021-09-23 15:16:00,80.6,62.2
2021-09-23 15:46:00,80.06,63.5
2021-09-23 16:16:00,80.24,64.6
2021-09-23 16:46:00,80.06,64.8
2021-09-23 17:16:00,80.24,64.7
2021-09-23 17:46:00,80.06,64.3
2021-09-23 18:16:00,78.98,65.7
2021-09-23 18:46:00,77.9,66.9
2021-09-23 19:16:00,76.46,68.8
2021-09-23 19:46:00,75.56,69.9
2021-09-23 20:16:00,74.84,70.7
2021-09-23 20:46:00,74.12,71.6
2021-09-23 21:16:00,74.12,71.7
2021-09-23 21:46:00,74.3,71.2
2021-09-23 22:16:00,73.94,71.2
2021-09-23 22:46:00,73.22,72.8
2021-09-23 23:16:00,73.22,73.3
2021-09-23 23:46:00,73.4,73.2
2021-09-24 00:16:00,72.68,73.8
2021-09-24 00:46:00,72.32,74.3
2021-09-24 01:16:00,71.42,74.9
2021-09-24 01:46:00,70.7,75.5
2021-09-24 02:16:00,70.52,76.6
2021-09-24 02:46:00,70.52,77
2021-09-24 03:16:00,70.16,77.2
2021-09-24 03:46:00,70.34,78.6
2021-09-24 04:16:00,70.52,78.6
2021-09-24 04:46:00,70.52,78
2021-09-24 05:16:00,70.16,78.4
2021-09-24 05:46:00,69.98,78.9
2021-09-24 06:16:00,69.8,78.9
2021-09-24 06:46:00,69.44,79.2
2021-09-24 07:16:00,70.52,78.6
2021-09-24 07:46:00,74.12,75.8
2021-09-24 08:16:00,76.46,72.5
2021-09-24 08:46:00,77.54,69.9
2021-09-24 09:16:00,76.64,70.3
2021-09-24 09:46:00,76.46,70.2
2021-09-24 10:16:00,77.36,68.5
2021-09-24 10:46:00,77.54,68.8
